product_id,title,vendor,product_type,category,subcategory,total_quantity,total_revenue,total_list_revenue,order_count,revenue_share
gid://shopify/LineItem/14696204861654,Fit Bar Megaplex,,,Proteínas,Barras y Snacks de Proteína,20,136000.0,170000.0,1,6.0451783551044354e-06
gid://shopify/LineItem/14692088119510,Fit Bar Megaplex,,,Proteínas,Barras y Snacks de Proteína,20,136000.0,170000.0,1,6.0451783551044354e-06
gid://shopify/LineItem/14616727552214,Fit Bar Megaplex,,,Proteínas,Barras y Snacks de Proteína,20,136000.0,170000.0,1,6.0451783551044354e-06
gid://shopify/LineItem/14621278994646,Fit Bar Megaplex,,,Proteínas,Barras y Snacks de Proteína,20,136000.0,170000.0,1,6.0451783551044354e-06
gid://shopify/LineItem/14077669441750,Fit Bar Megaplex,,,Proteínas,Barras y Snacks de Proteína,21,133875.0,178500.0,1,5.950722443305929e-06
gid://shopify/LineItem/14124164808918,Fit Bar Megaplex,,,Proteínas,Barras y Snacks de Proteína,22,130900.0,187000.0,1,5.818484166788019e-06
gid://shopify/LineItem/14699664867542,Fit Bar Megaplex,,,Proteínas,Barras y Snacks de Proteína,19,129200.0,161500.0,1,5.742919437349214e-06
gid://shopify/LineItem/14606551187670,Bipro Classic Display Megaplex,,,Control de Peso,CLA,36,127872.0,159840.0,1,5.6838900487052526e-06
gid://shopify/LineItem/14273181057238,Bipro Classic Display Megaplex,,,Control de Peso,CLA,2,127840.0,159800.0,1,5.682467653798169e-06
gid://shopify/LineItem/14447215313110,Bipro Classic Display Megaplex,,,Control de Peso,CLA,2,127840.0,159800.0,1,5.682467653798169e-06
gid://shopify/LineItem/14363516862678,Bipro Classic Display Megaplex,,,Control de Peso,CLA,2,127840.0,159800.0,1,5.682467653798169e-06
gid://shopify/LineItem/14326741860566,Bipro Classic Display Megaplex,,,Control de Peso,CLA,2,127840.0,159800.0,1,5.682467653798169e-06
gid://shopify/LineItem/14644081492182,Bipro Classic Display Megaplex,,,Control de Peso,CLA,36,126000.0,180000.0,1,5.600679946640874e-06
gid://shopify/LineItem/14638142783702,Bipro Classic Display Megaplex,,,Control de Peso,CLA,36,126000.0,180000.0,1,5.600679946640874e-06
gid://shopify/LineItem/14132426473686,Isopure Zero Low Carb Isopure Company,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,125000.0,125000.0,1,5.5562301057945174e-06
gid://shopify/LineItem/14149140840662,Isopure Zero Low Carb Isopure Company,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,125000.0,125000.0,1,5.5562301057945174e-06
gid://shopify/LineItem/14418826297558,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14556623044822,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14003460604118,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14476182257878,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14600343453910,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14239660507350,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14693595971798,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14222833352918,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/13914216956118,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14740501627094,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14704571089110,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14683111358678,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14712398840022,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14707089113302,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14780832776406,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/13985271382230,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14406582337750,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14439019249878,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14405720998102,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14449272258774,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14788804116694,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14783798640854,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14784806224086,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14335195054294,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14747801157846,CRE4 Smart Nutrition,,,Salud y Bienestar,Otros Suplementos de Bienestar,2,123200.0,154000.0,1,5.476220392271076e-06
gid://shopify/LineItem/14792370028758,Fit Bar Megaplex,,,Proteínas,Barras y Snacks de Proteína,15,120000.0,150000.0,1,5.333980901562737e-06
gid://shopify/LineItem/14656310837462,Bipro Classic Display Megaplex,,,Control de Peso,CLA,30,120000.0,150000.0,1,5.333980901562737e-06
gid://shopify/LineItem/13886207688918,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13889752760534,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13886369693910,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13889719009494,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13884875636950,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13883343700182,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13898692067542,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13900090409174,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13899584274646,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13898725884118,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13899775181014,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13892381933782,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13897086697686,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13890812674262,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13894476005590,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13896541962454,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13891905290454,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13885985489110,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13892500127958,Crea Stack Megaplex,,,Salud y Bienestar,Otros Suplementos de Bienestar,1,119992.0,149990.0,1,5.333625302835966e-06
gid://shopify/LineItem/13878056911062,Bipro Classic Display Megaplex,,,Control de Peso,CLA,2,119850.0,159800.0,1,5.327313425435784e-06
gid://shopify/LineItem/14565417124054,Bipro Classic Display Megaplex,,,Control de Peso,CLA,2,119850.0,159800.0,1,5.327313425435784e-06
gid://shopify/LineItem/14405621186774,Bipro Classic Display Megaplex,,,Control de Peso,CLA,2,119850.0,159800.0,1,5.327313425435784e-06
